,Frequency,File.Size,Record.Size,Num.Threads,Test,disnumcomp,disname,disnumcomp Predicted,disname Predicted
19761,3.5,1024,128,56,initial_writers,2,normcomp,2,normcomp
19762,3.5,1024,128,56,rewriters,4,normcomp,3,normcomp
19861,3.5,1024,128,64,initial_writers,2,normcomp,2,normcomp
19862,3.5,1024,128,64,rewriters,3,lnormcomp,3,normcomp
19961,3.5,1024,256,1,initial_writers,3,normcomp,3,lnormcomp
19962,3.5,1024,256,1,rewriters,5,normcomp,5,normcomp
20061,3.5,1024,256,8,initial_writers,2,lnormcomp,2,lnormcomp
20062,3.5,1024,256,8,rewriters,3,normcomp,4,normcomp
20161,3.5,1024,256,16,initial_writers,2,normcomp,2,normcomp
20162,3.5,1024,256,16,rewriters,4,normcomp,3,normcomp
20261,3.5,1024,256,24,initial_writers,2,normcomp,2,normcomp
20262,3.5,1024,256,24,rewriters,2,lnormcomp,3,normcomp
20361,3.5,1024,256,32,initial_writers,2,normcomp,2,normcomp
20362,3.5,1024,256,32,rewriters,3,lnormcomp,3,normcomp
20461,3.5,1024,256,40,initial_writers,2,normcomp,2,normcomp
20462,3.5,1024,256,40,rewriters,2,lnormcomp,3,normcomp
20561,3.5,1024,256,48,initial_writers,3,normcomp,2,normcomp
20562,3.5,1024,256,48,rewriters,2,weibullcomp,3,normcomp
20661,3.5,1024,256,56,initial_writers,2,normcomp,2,normcomp
20662,3.5,1024,256,56,rewriters,2,lnormcomp,3,normcomp
20761,3.5,1024,256,64,initial_writers,2,normcomp,2,normcomp
20762,3.5,1024,256,64,rewriters,4,normcomp,3,normcomp
20861,3.5,1024,512,1,initial_writers,3,lnormcomp,3,lnormcomp
20862,3.5,1024,512,1,rewriters,5,normcomp,5,normcomp
20961,3.5,1024,512,8,initial_writers,3,lnormcomp,2,lnormcomp
20962,3.5,1024,512,8,rewriters,4,lnormcomp,4,normcomp
21061,3.5,1024,512,16,initial_writers,2,normcomp,2,normcomp
21062,3.5,1024,512,16,rewriters,5,normcomp,3,normcomp
21161,3.5,1024,512,24,initial_writers,2,normcomp,2,normcomp
21162,3.5,1024,512,24,rewriters,3,normcomp,3,normcomp
21261,3.5,1024,512,32,initial_writers,2,normcomp,2,normcomp
21262,3.5,1024,512,32,rewriters,2,lnormcomp,3,normcomp
21361,3.5,1024,512,40,initial_writers,2,normcomp,2,normcomp
21362,3.5,1024,512,40,rewriters,3,lnormcomp,3,normcomp
21461,3.5,1024,512,48,initial_writers,2,normcomp,2,normcomp
21462,3.5,1024,512,48,rewriters,2,lnormcomp,3,normcomp
21561,3.5,1024,512,56,initial_writers,2,normcomp,2,normcomp
21562,3.5,1024,512,56,rewriters,3,normcomp,3,normcomp
21661,3.5,1024,512,64,initial_writers,2,normcomp,2,normcomp
21662,3.5,1024,512,64,rewriters,3,lnormcomp,3,lnormcomp
21761,3.5,1024,1024,1,initial_writers,3,lnormcomp,3,lnormcomp
21762,3.5,1024,1024,1,rewriters,4,normcomp,5,lnormcomp
21861,3.5,1024,1024,8,initial_writers,2,lnormcomp,2,lnormcomp
21862,3.5,1024,1024,8,rewriters,4,lnormcomp,4,normcomp
21961,3.5,1024,1024,16,initial_writers,2,lnormcomp,2,normcomp
21962,3.5,1024,1024,16,rewriters,2,lnormcomp,3,normcomp
22061,3.5,1024,1024,24,initial_writers,2,normcomp,2,normcomp
22062,3.5,1024,1024,24,rewriters,2,lnormcomp,3,normcomp
22161,3.5,1024,1024,32,initial_writers,3,lnormcomp,2,normcomp
22162,3.5,1024,1024,32,rewriters,2,lnormcomp,3,normcomp
22261,3.5,1024,1024,40,initial_writers,4,normcomp,2,normcomp
22262,3.5,1024,1024,40,rewriters,2,lnormcomp,3,normcomp
22361,3.5,1024,1024,48,initial_writers,3,lnormcomp,2,normcomp
22362,3.5,1024,1024,48,rewriters,3,lnormcomp,3,normcomp
22461,3.5,1024,1024,56,initial_writers,3,normcomp,2,normcomp
22462,3.5,1024,1024,56,rewriters,3,lnormcomp,3,normcomp
22561,3.5,1024,1024,64,initial_writers,4,normcomp,2,normcomp
22562,3.5,1024,1024,64,rewriters,3,lnormcomp,3,normcomp
22661,3.5,4096,4,1,initial_writers,4,lnormcomp,3,lnormcomp
22662,3.5,4096,4,1,rewriters,5,normcomp,5,normcomp
22761,3.5,4096,4,8,initial_writers,3,normcomp,2,lnormcomp
22762,3.5,4096,4,8,rewriters,3,normcomp,3,normcomp
22861,3.5,4096,4,16,initial_writers,3,lnormcomp,2,normcomp
22862,3.5,4096,4,16,rewriters,2,normcomp,2,normcomp
22961,3.5,4096,4,24,initial_writers,2,normcomp,2,normcomp
22962,3.5,4096,4,24,rewriters,2,lnormcomp,2,normcomp
23061,3.5,4096,4,32,initial_writers,2,normcomp,2,normcomp
23062,3.5,4096,4,32,rewriters,2,lnormcomp,2,normcomp
23161,3.5,4096,4,40,initial_writers,2,normcomp,2,normcomp
23162,3.5,4096,4,40,rewriters,2,normcomp,2,normcomp
23261,3.5,4096,4,48,initial_writers,2,normcomp,2,normcomp
23262,3.5,4096,4,48,rewriters,2,normcomp,2,normcomp
23361,3.5,4096,4,56,initial_writers,2,normcomp,2,normcomp
23362,3.5,4096,4,56,rewriters,2,normcomp,2,normcomp
23403,3.5,4096,4,64,initial_writers,2,normcomp,2,normcomp
23404,3.5,4096,4,64,rewriters,2,normcomp,2,normcomp
23503,3.5,4096,8,1,initial_writers,4,lnormcomp,3,lnormcomp
23504,3.5,4096,8,1,rewriters,5,lnormcomp,5,normcomp
23661,3.5,4096,8,8,initial_writers,2,normcomp,2,normcomp
23662,3.5,4096,8,8,rewriters,2,lnormcomp,3,normcomp
23761,3.5,4096,8,16,initial_writers,3,normcomp,2,normcomp
23762,3.5,4096,8,16,rewriters,2,normcomp,3,normcomp
23861,3.5,4096,8,24,initial_writers,2,normcomp,2,normcomp
23862,3.5,4096,8,24,rewriters,3,normcomp,2,normcomp
23961,3.5,4096,8,32,initial_writers,3,normcomp,2,normcomp
23962,3.5,4096,8,32,rewriters,2,lnormcomp,2,normcomp
24061,3.5,4096,8,40,initial_writers,2,normcomp,2,normcomp
24062,3.5,4096,8,40,rewriters,2,normcomp,2,normcomp
24161,3.5,4096,8,48,initial_writers,2,normcomp,2,normcomp
24162,3.5,4096,8,48,rewriters,2,normcomp,2,normcomp
24261,3.5,4096,8,56,initial_writers,2,normcomp,2,normcomp
24262,3.5,4096,8,56,rewriters,3,normcomp,2,normcomp
24361,3.5,4096,8,64,initial_writers,2,normcomp,2,normcomp
24362,3.5,4096,8,64,rewriters,2,normcomp,2,normcomp
24461,3.5,4096,16,1,initial_writers,3,lnormcomp,3,lnormcomp
24462,3.5,4096,16,1,rewriters,5,normcomp,5,normcomp
24561,3.5,4096,16,8,initial_writers,3,lnormcomp,2,normcomp
24562,3.5,4096,16,8,rewriters,3,normcomp,3,normcomp
24661,3.5,4096,16,16,initial_writers,2,normcomp,2,normcomp
24662,3.5,4096,16,16,rewriters,2,normcomp,3,normcomp
24761,3.5,4096,16,24,initial_writers,2,normcomp,2,normcomp
24762,3.5,4096,16,24,rewriters,2,normcomp,2,normcomp
24861,3.5,4096,16,32,initial_writers,2,normcomp,2,normcomp
24862,3.5,4096,16,32,rewriters,2,normcomp,2,normcomp
24961,3.5,4096,16,40,initial_writers,2,normcomp,2,normcomp
24962,3.5,4096,16,40,rewriters,2,normcomp,2,normcomp
25061,3.5,4096,16,48,initial_writers,2,normcomp,2,normcomp
25062,3.5,4096,16,48,rewriters,2,normcomp,2,normcomp
25161,3.5,4096,16,56,initial_writers,2,normcomp,2,normcomp
25162,3.5,4096,16,56,rewriters,4,lnormcomp,2,normcomp
25261,3.5,4096,16,64,initial_writers,2,normcomp,2,normcomp
25262,3.5,4096,16,64,rewriters,2,normcomp,2,normcomp
25361,3.5,4096,32,1,initial_writers,4,lnormcomp,3,lnormcomp
25362,3.5,4096,32,1,rewriters,5,normcomp,5,normcomp
25461,3.5,4096,32,8,initial_writers,2,normcomp,2,normcomp
25462,3.5,4096,32,8,rewriters,3,normcomp,3,normcomp
25561,3.5,4096,32,16,initial_writers,2,normcomp,2,normcomp
25562,3.5,4096,32,16,rewriters,2,normcomp,2,normcomp
25661,3.5,4096,32,24,initial_writers,2,normcomp,2,normcomp
25662,3.5,4096,32,24,rewriters,2,lnormcomp,2,normcomp
25761,3.5,4096,32,32,initial_writers,2,lnormcomp,2,normcomp
25762,3.5,4096,32,32,rewriters,2,normcomp,2,normcomp
25861,3.5,4096,32,40,initial_writers,2,normcomp,2,normcomp
25862,3.5,4096,32,40,rewriters,2,normcomp,3,normcomp
25961,3.5,4096,32,48,initial_writers,2,normcomp,2,normcomp
25962,3.5,4096,32,48,rewriters,3,lnormcomp,2,normcomp
26061,3.5,4096,32,56,initial_writers,2,normcomp,2,normcomp
26062,3.5,4096,32,56,rewriters,3,lnormcomp,2,normcomp
26161,3.5,4096,32,64,initial_writers,2,normcomp,2,normcomp
26162,3.5,4096,32,64,rewriters,2,normcomp,2,normcomp
26261,3.5,4096,64,1,initial_writers,5,lnormcomp,3,lnormcomp
26262,3.5,4096,64,1,rewriters,5,normcomp,5,normcomp
26361,3.5,4096,64,8,initial_writers,2,normcomp,2,normcomp
26362,3.5,4096,64,8,rewriters,3,normcomp,3,normcomp
26461,3.5,4096,64,16,initial_writers,2,normcomp,2,normcomp
26462,3.5,4096,64,16,rewriters,2,normcomp,3,normcomp
26561,3.5,4096,64,24,initial_writers,2,normcomp,2,normcomp
26562,3.5,4096,64,24,rewriters,2,normcomp,2,normcomp
26661,3.5,4096,64,32,initial_writers,2,normcomp,2,normcomp
26662,3.5,4096,64,32,rewriters,2,lnormcomp,2,normcomp
26761,3.5,4096,64,40,initial_writers,2,normcomp,2,normcomp
26762,3.5,4096,64,40,rewriters,2,lnormcomp,2,normcomp
26861,3.5,4096,64,48,initial_writers,2,normcomp,2,normcomp
26862,3.5,4096,64,48,rewriters,2,normcomp,2,normcomp
26961,3.5,4096,64,56,initial_writers,2,normcomp,2,normcomp
26962,3.5,4096,64,56,rewriters,3,normcomp,2,normcomp
27061,3.5,4096,64,64,initial_writers,2,normcomp,2,normcomp
27062,3.5,4096,64,64,rewriters,2,normcomp,2,normcomp
27161,3.5,4096,128,1,initial_writers,3,lnormcomp,3,lnormcomp
27162,3.5,4096,128,1,rewriters,5,normcomp,4,normcomp
27261,3.5,4096,128,8,initial_writers,2,normcomp,3,normcomp
27262,3.5,4096,128,8,rewriters,3,normcomp,3,normcomp
27361,3.5,4096,128,16,initial_writers,2,normcomp,2,normcomp
27362,3.5,4096,128,16,rewriters,2,normcomp,3,normcomp
27461,3.5,4096,128,24,initial_writers,2,normcomp,2,normcomp
27462,3.5,4096,128,24,rewriters,2,lnormcomp,2,normcomp
27561,3.5,4096,128,32,initial_writers,2,normcomp,2,normcomp
27562,3.5,4096,128,32,rewriters,2,normcomp,2,normcomp
27661,3.5,4096,128,40,initial_writers,2,weibullcomp,2,normcomp
27662,3.5,4096,128,40,rewriters,2,lnormcomp,2,normcomp
27761,3.5,4096,128,48,initial_writers,2,normcomp,2,normcomp
27762,3.5,4096,128,48,rewriters,2,normcomp,2,normcomp
27861,3.5,4096,128,56,initial_writers,2,weibullcomp,2,normcomp
27862,3.5,4096,128,56,rewriters,2,normcomp,2,normcomp
27961,3.5,4096,128,64,initial_writers,2,normcomp,2,normcomp
27962,3.5,4096,128,64,rewriters,2,normcomp,2,normcomp
28061,3.5,4096,256,1,initial_writers,3,lnormcomp,3,lnormcomp
28062,3.5,4096,256,1,rewriters,5,normcomp,5,normcomp
28161,3.5,4096,256,8,initial_writers,2,lnormcomp,2,normcomp
28162,3.5,4096,256,8,rewriters,3,normcomp,3,normcomp
28261,3.5,4096,256,16,initial_writers,2,normcomp,2,normcomp
28262,3.5,4096,256,16,rewriters,2,normcomp,3,normcomp
28361,3.5,4096,256,24,initial_writers,2,normcomp,2,normcomp
28362,3.5,4096,256,24,rewriters,2,normcomp,2,normcomp
28461,3.5,4096,256,32,initial_writers,2,normcomp,2,normcomp
28462,3.5,4096,256,32,rewriters,2,normcomp,2,normcomp
28561,3.5,4096,256,40,initial_writers,2,normcomp,2,normcomp
28562,3.5,4096,256,40,rewriters,2,lnormcomp,2,normcomp
28661,3.5,4096,256,48,initial_writers,2,normcomp,2,normcomp
28662,3.5,4096,256,48,rewriters,2,normcomp,2,normcomp
28761,3.5,4096,256,56,initial_writers,2,normcomp,2,normcomp
28762,3.5,4096,256,56,rewriters,3,lnormcomp,2,normcomp
28861,3.5,4096,256,64,initial_writers,2,normcomp,2,normcomp
28862,3.5,4096,256,64,rewriters,2,normcomp,2,normcomp
28961,3.5,4096,512,1,initial_writers,2,lnormcomp,3,lnormcomp
28962,3.5,4096,512,1,rewriters,5,normcomp,4,normcomp
29061,3.5,4096,512,8,initial_writers,2,normcomp,2,lnormcomp
29062,3.5,4096,512,8,rewriters,3,normcomp,3,normcomp
29161,3.5,4096,512,16,initial_writers,2,normcomp,2,normcomp
29162,3.5,4096,512,16,rewriters,3,normcomp,2,normcomp
29261,3.5,4096,512,24,initial_writers,2,normcomp,2,normcomp
29262,3.5,4096,512,24,rewriters,2,normcomp,2,normcomp
29361,3.5,4096,512,32,initial_writers,2,normcomp,2,normcomp
29362,3.5,4096,512,32,rewriters,2,normcomp,2,normcomp
29461,3.5,4096,512,40,initial_writers,2,lnormcomp,2,normcomp
29462,3.5,4096,512,40,rewriters,2,lnormcomp,2,normcomp
29561,3.5,4096,512,48,initial_writers,2,normcomp,2,normcomp
29562,3.5,4096,512,48,rewriters,2,normcomp,2,normcomp
29661,3.5,4096,512,56,initial_writers,2,normcomp,2,normcomp
29662,3.5,4096,512,56,rewriters,2,normcomp,2,normcomp
29761,3.5,4096,512,64,initial_writers,2,normcomp,2,normcomp
29762,3.5,4096,512,64,rewriters,2,normcomp,2,normcomp
29861,3.5,4096,1024,1,initial_writers,3,lnormcomp,3,lnormcomp
29862,3.5,4096,1024,1,rewriters,5,normcomp,5,lnormcomp
29961,3.5,4096,1024,8,initial_writers,2,normcomp,2,lnormcomp
29962,3.5,4096,1024,8,rewriters,2,normcomp,3,lnormcomp
30061,3.5,4096,1024,16,initial_writers,2,normcomp,2,normcomp
30062,3.5,4096,1024,16,rewriters,2,normcomp,3,normcomp
30161,3.5,4096,1024,24,initial_writers,2,lnormcomp,2,normcomp
30162,3.5,4096,1024,24,rewriters,2,normcomp,2,normcomp
30261,3.5,4096,1024,32,initial_writers,2,normcomp,2,normcomp
30262,3.5,4096,1024,32,rewriters,2,normcomp,2,normcomp
30361,3.5,4096,1024,40,initial_writers,2,lnormcomp,2,normcomp
30362,3.5,4096,1024,40,rewriters,2,normcomp,2,normcomp
30461,3.5,4096,1024,48,initial_writers,2,normcomp,2,normcomp
30462,3.5,4096,1024,48,rewriters,2,weibullcomp,2,normcomp
30561,3.5,4096,1024,56,initial_writers,2,normcomp,2,normcomp
30562,3.5,4096,1024,56,rewriters,2,normcomp,2,normcomp
30661,3.5,4096,1024,64,initial_writers,2,normcomp,2,normcomp
30662,3.5,4096,1024,64,rewriters,2,normcomp,2,normcomp
30761,3.5,4096,2048,1,initial_writers,3,lnormcomp,3,lnormcomp
30762,3.5,4096,2048,1,rewriters,4,lnormcomp,4,lnormcomp
30861,3.5,4096,2048,8,initial_writers,2,weibullcomp,2,normcomp
30862,3.5,4096,2048,8,rewriters,3,lnormcomp,3,normcomp
30961,3.5,4096,2048,16,initial_writers,2,normcomp,2,normcomp
30962,3.5,4096,2048,16,rewriters,2,normcomp,3,normcomp
31061,3.5,4096,2048,24,initial_writers,2,lnormcomp,2,normcomp
31062,3.5,4096,2048,24,rewriters,2,weibullcomp,2,normcomp
31161,3.5,4096,2048,32,initial_writers,2,lnormcomp,2,normcomp
31162,3.5,4096,2048,32,rewriters,2,lnormcomp,2,normcomp
31261,3.5,4096,2048,40,initial_writers,2,normcomp,2,normcomp
31262,3.5,4096,2048,40,rewriters,2,weibullcomp,2,normcomp
31361,3.5,4096,2048,48,initial_writers,2,normcomp,2,normcomp
31362,3.5,4096,2048,48,rewriters,2,normcomp,2,normcomp
31461,3.5,4096,2048,56,initial_writers,2,normcomp,2,normcomp
31462,3.5,4096,2048,56,rewriters,2,weibullcomp,3,normcomp
31561,3.5,4096,2048,64,initial_writers,2,normcomp,2,normcomp
31562,3.5,4096,2048,64,rewriters,2,lnormcomp,3,normcomp
31661,3.5,4096,4096,1,initial_writers,3,lnormcomp,3,lnormcomp
31662,3.5,4096,4096,1,rewriters,5,lnormcomp,4,lnormcomp
31761,3.5,4096,4096,8,initial_writers,4,normcomp,2,normcomp
31762,3.5,4096,4096,8,rewriters,2,lnormcomp,3,lnormcomp
31861,3.5,4096,4096,16,initial_writers,4,lnormcomp,3,normcomp
31862,3.5,4096,4096,16,rewriters,3,normcomp,3,lnormcomp
31961,3.5,4096,4096,24,initial_writers,3,lnormcomp,2,normcomp
31962,3.5,4096,4096,24,rewriters,3,lnormcomp,3,normcomp
32061,3.5,4096,4096,32,initial_writers,3,normcomp,3,normcomp
32062,3.5,4096,4096,32,rewriters,2,lnormcomp,3,lnormcomp
32161,3.5,4096,4096,40,initial_writers,3,lnormcomp,2,normcomp
32162,3.5,4096,4096,40,rewriters,2,lnormcomp,3,lnormcomp
32261,3.5,4096,4096,48,initial_writers,3,lnormcomp,3,normcomp
32262,3.5,4096,4096,48,rewriters,2,lnormcomp,3,lnormcomp
32361,3.5,4096,4096,56,initial_writers,3,normcomp,2,normcomp
32362,3.5,4096,4096,56,rewriters,2,normcomp,3,lnormcomp
32461,3.5,4096,4096,64,initial_writers,3,normcomp,2,normcomp
32462,3.5,4096,4096,64,rewriters,2,normcomp,3,normcomp
32561,3.5,8192,4,1,initial_writers,3,lnormcomp,3,lnormcomp
32562,3.5,8192,4,1,rewriters,5,lnormcomp,4,lnormcomp
32661,3.5,8192,4,8,initial_writers,2,lnormcomp,2,normcomp
32662,3.5,8192,4,8,rewriters,2,lnormcomp,3,normcomp
32761,3.5,8192,4,16,initial_writers,2,normcomp,2,normcomp
32762,3.5,8192,4,16,rewriters,2,normcomp,2,normcomp
32861,3.5,8192,4,24,initial_writers,2,normcomp,2,normcomp
32862,3.5,8192,4,24,rewriters,2,lnormcomp,2,normcomp
32961,3.5,8192,4,32,initial_writers,2,normcomp,2,normcomp
32962,3.5,8192,4,32,rewriters,2,normcomp,2,normcomp
33061,3.5,8192,4,40,initial_writers,2,normcomp,2,normcomp
33062,3.5,8192,4,40,rewriters,2,lnormcomp,2,normcomp
33103,3.5,8192,4,48,initial_writers,2,normcomp,2,normcomp
33104,3.5,8192,4,48,rewriters,2,normcomp,2,normcomp
33203,3.5,8192,4,56,initial_writers,2,normcomp,2,normcomp
33204,3.5,8192,4,56,rewriters,2,normcomp,2,normcomp
33303,3.5,8192,4,64,initial_writers,2,normcomp,2,normcomp
33304,3.5,8192,4,64,rewriters,2,lnormcomp,2,normcomp
33403,3.5,8192,8,1,initial_writers,3,lnormcomp,3,lnormcomp
33404,3.5,8192,8,1,rewriters,5,lnormcomp,4,lnormcomp
33561,3.5,8192,8,8,initial_writers,2,normcomp,2,normcomp
33562,3.5,8192,8,8,rewriters,2,lnormcomp,3,normcomp
33661,3.5,8192,8,16,initial_writers,2,normcomp,2,normcomp
33662,3.5,8192,8,16,rewriters,2,normcomp,2,normcomp
33761,3.5,8192,8,24,initial_writers,2,normcomp,2,normcomp
33762,3.5,8192,8,24,rewriters,2,lnormcomp,2,normcomp
33861,3.5,8192,8,32,initial_writers,2,normcomp,2,normcomp
33862,3.5,8192,8,32,rewriters,2,lnormcomp,2,normcomp
33961,3.5,8192,8,40,initial_writers,2,normcomp,2,normcomp
33962,3.5,8192,8,40,rewriters,2,normcomp,2,normcomp
34061,3.5,8192,8,48,initial_writers,2,normcomp,2,normcomp
34062,3.5,8192,8,48,rewriters,2,lnormcomp,2,normcomp
34161,3.5,8192,8,56,initial_writers,2,normcomp,2,normcomp
34162,3.5,8192,8,56,rewriters,2,normcomp,2,normcomp
34261,3.5,8192,8,64,initial_writers,2,normcomp,2,normcomp
34262,3.5,8192,8,64,rewriters,2,normcomp,2,normcomp
34361,3.5,8192,16,1,initial_writers,4,normcomp,3,lnormcomp
34362,3.5,8192,16,1,rewriters,5,lnormcomp,4,normcomp
34461,3.5,8192,16,8,initial_writers,2,lnormcomp,2,normcomp
34462,3.5,8192,16,8,rewriters,2,lnormcomp,3,normcomp
34561,3.5,8192,16,16,initial_writers,2,normcomp,2,normcomp
34562,3.5,8192,16,16,rewriters,2,normcomp,2,normcomp
34661,3.5,8192,16,24,initial_writers,2,lnormcomp,2,normcomp
34662,3.5,8192,16,24,rewriters,2,lnormcomp,2,normcomp
34761,3.5,8192,16,32,initial_writers,2,normcomp,2,normcomp
34762,3.5,8192,16,32,rewriters,2,lnormcomp,2,normcomp
34861,3.5,8192,16,40,initial_writers,2,normcomp,2,normcomp
34862,3.5,8192,16,40,rewriters,2,lnormcomp,2,normcomp
34961,3.5,8192,16,48,initial_writers,2,normcomp,2,normcomp
34962,3.5,8192,16,48,rewriters,2,normcomp,2,normcomp
35061,3.5,8192,16,56,initial_writers,2,normcomp,2,normcomp
35062,3.5,8192,16,56,rewriters,2,lnormcomp,2,normcomp
35161,3.5,8192,16,64,initial_writers,2,normcomp,2,normcomp
35162,3.5,8192,16,64,rewriters,2,normcomp,2,normcomp
35261,3.5,8192,32,1,initial_writers,5,lnormcomp,3,lnormcomp
35262,3.5,8192,32,1,rewriters,5,lnormcomp,4,lnormcomp
35361,3.5,8192,32,8,initial_writers,2,normcomp,2,normcomp
35362,3.5,8192,32,8,rewriters,2,normcomp,3,lnormcomp
35461,3.5,8192,32,16,initial_writers,2,normcomp,2,normcomp
35462,3.5,8192,32,16,rewriters,2,normcomp,2,normcomp
35561,3.5,8192,32,24,initial_writers,2,normcomp,2,normcomp
35562,3.5,8192,32,24,rewriters,2,lnormcomp,2,normcomp
35661,3.5,8192,32,32,initial_writers,2,normcomp,2,normcomp
35662,3.5,8192,32,32,rewriters,2,lnormcomp,2,normcomp
35761,3.5,8192,32,40,initial_writers,2,normcomp,2,normcomp
35762,3.5,8192,32,40,rewriters,2,normcomp,2,normcomp
35861,3.5,8192,32,48,initial_writers,2,normcomp,2,normcomp
35862,3.5,8192,32,48,rewriters,2,lnormcomp,2,normcomp
35961,3.5,8192,32,56,initial_writers,2,normcomp,2,normcomp
35962,3.5,8192,32,56,rewriters,2,normcomp,2,normcomp
36061,3.5,8192,32,64,initial_writers,2,normcomp,2,normcomp
36062,3.5,8192,32,64,rewriters,2,normcomp,2,normcomp
36161,3.5,8192,64,1,initial_writers,3,lnormcomp,3,lnormcomp
36162,3.5,8192,64,1,rewriters,4,lnormcomp,4,lnormcomp
36261,3.5,8192,64,8,initial_writers,2,normcomp,2,normcomp
36262,3.5,8192,64,8,rewriters,2,lnormcomp,3,normcomp
36361,3.5,8192,64,16,initial_writers,2,normcomp,2,normcomp
36362,3.5,8192,64,16,rewriters,2,normcomp,2,normcomp
36461,3.5,8192,64,24,initial_writers,2,normcomp,2,normcomp
36462,3.5,8192,64,24,rewriters,2,normcomp,2,normcomp
36561,3.5,8192,64,32,initial_writers,2,normcomp,2,normcomp
36562,3.5,8192,64,32,rewriters,2,lnormcomp,2,normcomp
36661,3.5,8192,64,40,initial_writers,2,normcomp,2,normcomp
36662,3.5,8192,64,40,rewriters,2,normcomp,2,normcomp
36761,3.5,8192,64,48,initial_writers,2,normcomp,2,normcomp
36762,3.5,8192,64,48,rewriters,2,normcomp,2,normcomp
36861,3.5,8192,64,56,initial_writers,2,lnormcomp,2,normcomp
36862,3.5,8192,64,56,rewriters,2,lnormcomp,2,normcomp
36961,3.5,8192,64,64,initial_writers,2,normcomp,2,normcomp
36962,3.5,8192,64,64,rewriters,2,lnormcomp,2,normcomp
37061,3.5,8192,128,1,initial_writers,3,lnormcomp,3,lnormcomp
37062,3.5,8192,128,1,rewriters,5,lnormcomp,4,normcomp
37161,3.5,8192,128,8,initial_writers,2,lnormcomp,2,normcomp
37162,3.5,8192,128,8,rewriters,2,lnormcomp,3,normcomp
37261,3.5,8192,128,16,initial_writers,3,normcomp,2,normcomp
37262,3.5,8192,128,16,rewriters,2,normcomp,2,normcomp
37361,3.5,8192,128,24,initial_writers,2,normcomp,2,normcomp
37362,3.5,8192,128,24,rewriters,2,lnormcomp,2,normcomp
37461,3.5,8192,128,32,initial_writers,2,normcomp,2,normcomp
37462,3.5,8192,128,32,rewriters,2,lnormcomp,2,normcomp
37561,3.5,8192,128,40,initial_writers,2,normcomp,2,normcomp
37562,3.5,8192,128,40,rewriters,2,lnormcomp,2,normcomp
37661,3.5,8192,128,48,initial_writers,2,normcomp,2,normcomp
37662,3.5,8192,128,48,rewriters,2,lnormcomp,2,normcomp
37761,3.5,8192,128,56,initial_writers,2,normcomp,2,normcomp
37762,3.5,8192,128,56,rewriters,2,lnormcomp,2,normcomp
37861,3.5,8192,128,64,initial_writers,2,normcomp,2,normcomp
37862,3.5,8192,128,64,rewriters,2,normcomp,2,normcomp
37961,3.5,8192,256,1,initial_writers,3,lnormcomp,3,lnormcomp
37962,3.5,8192,256,1,rewriters,5,normcomp,4,normcomp
38061,3.5,8192,256,8,initial_writers,2,normcomp,2,normcomp
38062,3.5,8192,256,8,rewriters,2,lnormcomp,3,normcomp
38161,3.5,8192,256,16,initial_writers,3,normcomp,2,normcomp
38162,3.5,8192,256,16,rewriters,2,normcomp,2,normcomp
38261,3.5,8192,256,24,initial_writers,2,normcomp,2,normcomp
38262,3.5,8192,256,24,rewriters,2,normcomp,2,normcomp
38361,3.5,8192,256,32,initial_writers,2,normcomp,2,normcomp
38362,3.5,8192,256,32,rewriters,2,lnormcomp,2,normcomp
38461,3.5,8192,256,40,initial_writers,2,normcomp,2,normcomp
38462,3.5,8192,256,40,rewriters,2,normcomp,2,normcomp
38561,3.5,8192,256,48,initial_writers,2,lnormcomp,2,normcomp
38562,3.5,8192,256,48,rewriters,2,normcomp,2,normcomp
38661,3.5,8192,256,56,initial_writers,2,normcomp,2,normcomp
38662,3.5,8192,256,56,rewriters,2,lnormcomp,2,normcomp
38761,3.5,8192,256,64,initial_writers,2,normcomp,2,normcomp
38762,3.5,8192,256,64,rewriters,2,normcomp,2,normcomp
38861,3.5,8192,512,1,initial_writers,2,lnormcomp,3,lnormcomp
38862,3.5,8192,512,1,rewriters,4,lnormcomp,4,normcomp
38961,3.5,8192,512,8,initial_writers,2,normcomp,2,normcomp
38962,3.5,8192,512,8,rewriters,2,normcomp,2,normcomp
39061,3.5,8192,512,16,initial_writers,2,normcomp,2,normcomp
39062,3.5,8192,512,16,rewriters,2,normcomp,2,normcomp
39161,3.5,8192,512,24,initial_writers,2,normcomp,2,normcomp
39162,3.5,8192,512,24,rewriters,2,normcomp,2,normcomp
39261,3.5,8192,512,32,initial_writers,2,normcomp,2,normcomp
39262,3.5,8192,512,32,rewriters,2,lnormcomp,2,normcomp
39361,3.5,8192,512,40,initial_writers,2,normcomp,2,normcomp
39362,3.5,8192,512,40,rewriters,2,lnormcomp,2,normcomp
39461,3.5,8192,512,48,initial_writers,2,normcomp,2,normcomp
39462,3.5,8192,512,48,rewriters,2,normcomp,2,normcomp
39561,3.5,8192,512,56,initial_writers,2,lnormcomp,2,normcomp
39562,3.5,8192,512,56,rewriters,2,lnormcomp,2,normcomp
39661,3.5,8192,512,64,initial_writers,2,normcomp,2,normcomp
39662,3.5,8192,512,64,rewriters,2,lnormcomp,2,normcomp
